15 66  5  1 15   79.084  168.995  -15.0   92 1015.2  360    2   10    0 9999
15 66  5  1 18   79.084  168.985  -15.2   92 1016.4  360    2   10   10 9999
15 66  5  1 21   79.083  168.974  -15.4   92 1016.4  360    3   10    0 9999
15 66  5  2  0   79.083  168.963  -15.4   90 1016.8  360    3   10    0 9999
15 66  5  2  3   79.082  168.952  -14.7   88 1017.7  360    3   10    0 9999
15 66  5  2  6   79.083  168.940  -14.6   88 1018.6  360    3   10    0 9999
15 66  5  2  9   79.087  168.924  -15.8   90 1019.5  360    2    0    0 9999
15 66  5  2 12   79.090  168.908  -17.9   87 1020.3  360    3    0    0 9999
15 66  5  2 15   79.094  168.892  -21.3   89 1021.1  360    2    0    0 9999
15 66  5  2 18   79.098  168.876  -22.8   89 1021.6  360    2    0    0 9999
15 66  5  2 21   79.101  168.860  -22.6   88 1021.0  360    2    0    0 9999
15 66  5  3  0   79.105  168.844  -20.4   88 1021.2  360    3    0    0 9999
15 66  5  3  3   79.109  168.828  -17.9   88 1020.4   20    2    0    0 9999
15 66  5  3  6   79.113  168.812  -16.2   85 1019.5   50    2    0    0 9999
15 66  5  3  9   79.117  168.799  -14.6   88 1018.0   90    2   10   10 9999
15 66  5  3 12   79.121  168.791  -12.6   91 1017.1    0    0   10   10 9999
15 66  5  3 15   79.126  168.783  -13.8   92 1016.5    0    0   10   10 9999
15 66  5  3 18   79.130  168.775  -12.8   92 1016.1  320    1   10   10 9999
15 66  5  3 21   79.135  168.767  -13.6   94 1015.4  320    1   10   10 9999
15 66  5  4  0   79.139  168.759  -12.5   94 1014.7  360    1   10   10 9999
15 66  5  4  3   79.144  168.751  -13.3   89 1014.5  320    1   10    3 9999
15 66  5  4  6   79.142  168.740  -11.4   87 1014.0    0    0   10   10 9999
15 66  5  4  9   79.137  168.727  -10.1   79 1013.6    0    0    7    0 9999
15 66  5  4 12   79.133  168.714  -16.8   85 1014.6  270    2    5    0 9999
15 66  5  4 15   79.128  168.701  -20.2   92 1013.8  230    1    2    0 9999
15 66  5  4 18   79.123  168.688  -24.7   88 1013.7  180    1 9999 9999 9999
15 66  5  4 21   79.119  168.675  -22.3   92 1013.4  200    2    0    0 9999
15 66  5  5  0   79.114  168.662  -19.3   92 1013.1  230    1    0    0 9999
15 66  5  5  3   79.110  168.650  -16.6   96 1014.0  250    2    4    0 9999
15 66  5  5  6   79.105  168.637  -16.0   92 1014.7  290    3    7    0 9999
15 66  5  5  9   79.106  168.639  -15.5   88 1016.5  320    4   10    0 9999
15 66  5  5 12   79.106  168.642  -19.4   87 1018.5  320    3    0    0 9999
15 66  5  5 15   79.107  168.644  -23.4   86 1020.8  320    4    0    0 9999
15 66  5  5 18   79.107  168.647  -25.4   86 1022.8  320    3    0    0 9999
15 66  5  5 21   79.108  168.649  -25.6   85 1024.6  320    3    0    0 9999
15 66  5  6  0   79.108  168.652  -23.6   85 1026.1  320    3    0    0 9999
15 66  5  6  3   79.109  168.654  -21.7   84 1026.5  320    3    0    0 9999
15 66  5  6  6   79.109  168.657  -20.4   82 1027.1  320    3    0    0 9999
15 66  5  6  9   79.110  168.659  -20.6   82 1026.9  320    2    0    0 9999
15 66  5  6 12   79.109  168.652  -23.2   88 1026.3  320    2    0    0 9999
15 66  5  6 15   79.109  168.640  -25.0   88 1025.3  320    1    0    0 9999
15 66  5  6 18   79.108  168.627  -25.6   86 1024.3  290    1    0    0 9999
15 66  5  6 21   79.107  168.615  -24.8   86 1023.7  270    1    0    0 9999
15 66  5  7  0   79.106  168.603  -21.6   88 1022.9    0    0    0    0 9999
15 66  5  7  3   79.105  168.591  -17.6   72 1022.1  160    1    0    0 9999
15 66  5  7  6   79.106  168.575  -16.0   72 1021.3  160    1    0    0 9999
15 66  5  7  9   79.107  168.557  -14.7   69 1020.7    0    0    0    0 9999
15 66  5  7 12   79.108  168.539  -15.9   80 1020.7    0    0    0    0 9999
15 66  5  7 15   79.109  168.522  -18.4   94 1020.6    0    0    2    0 9999
15 66  5  7 18   79.110  168.504  -15.5   95 1020.6  290    1    9    4 9999
15 66  5  7 21   79.111  168.486  -16.3   94 1020.1    0    0    5    0 9999
15 66  5  8  0   79.112  168.469  -11.5   94 1020.2    0    0   10   10 9999
15 66  5  8  3   79.113  168.451  -10.4   77 1020.0    0    0    0    0 9999
15 66  5  8  6   79.115  168.450  -10.2   84 1019.9    0    0    0    0 9999
