,year,month,day,hour,latitude,longitude,wind_dir_deg,wind_spd_m_s,dt,delta_t_hrs,x,y,dx,dy,dist,station_speed_m_s,dlon,dlat,station_dir_deg,dist2,dir_stat_wind,station
1,1968,5,1,9,75.079,-176.107,20.0,4.0,1968-05-01 09:00:00,6.0,-112330.60173433786,1650696.6498147699,,,,,,,,,,16
2,1968,5,1,15,75.077,-176.106,20.0,4.0,1968-05-01 15:00:00,6.0,-112374.3871532371,1650914.694818989,-43.78541889923508,218.0450042190496,222.39781197904543,0.010296194999029881,0.0010000000000047748,-0.001999999999995339,352.66066073983654,225.08265215549056,-27.339339260163456,16
3,1968,5,1,21,75.075,-176.106,20.0,4.0,1968-05-01 21:00:00,6.0,-112389.36246352429,1651134.7001105763,-14.97531028719095,220.0052915874403,220.51437196852333,0.01020899870224645,0.0,-0.001999999999995339,0.0,223.23826075389346,-20.0,16
4,1968,5,2,3,75.074,-176.115,20.0,6.0,1968-05-02 03:00:00,6.0,-112137.47180891215,1651262.3374522044,251.8906546121434,127.63734162808396,282.3830605026058,0.013073289838083603,-0.009000000000014552,-0.0010000000000047748,66.66988061877863,281.89594325593157,46.66988061877862,16
5,1968,5,2,9,75.075,-176.144,20.0,7.0,1968-05-02 09:00:00,6.0,-111294.26382297676,1651208.876412764,843.2079859353835,-53.46103944047354,844.9010535460716,0.039115789516021834,-0.028999999999996362,0.0010000000000047748,97.60809015883771,841.527322317884,77.60809015883774,16
6,1968,5,2,15,75.076,-176.172,20.0,5.0,1968-05-02 15:00:00,6.0,-110479.95675051498,1651153.05674219,814.3070724617864,-55.81967057404108,816.2180124723294,0.037787870947793026,-0.027999999999991587,0.000999999999990564,97.87793057770011,812.9764007986972,77.87793057770011,16
7,1968,5,2,21,75.077,-176.201,90.0,4.0,1968-05-02 21:00:00,6.0,-109636.91371528445,1651098.749199553,843.0430352305266,-54.30754263699055,844.7904287087819,0.039110667995776935,-0.028999999999996362,0.0010000000000047748,97.60907745179529,841.4191103055892,7.609077451795287,16
8,1968,5,3,3,75.078,-176.23,140.0,5.0,1968-05-03 03:00:00,6.0,-108793.95395178514,1651044.011152291,842.9597634993115,-54.73804726195522,844.735116292005,0.03910810723574097,-0.028999999999996362,0.0010000000000047748,97.6095711969315,841.3650040082908,-42.39042880306852,16
9,1968,5,3,9,75.091,-176.271,140.0,3.0,1968-05-03 09:00:00,6.0,-107519.24205942114,1649691.1170738388,1274.7118923639937,-1352.89407845214,1858.8202699683095,0.08605649398001433,-0.04099999999999682,0.012999999999991019,140.89861169406197,1869.309251130065,0.8986116940619695,16
10,1968,5,3,15,75.107,-176.314,110.0,3.0,1968-05-03 15:00:00,6.0,-106167.71737494537,1648010.8328728913,1351.5246844757785,-1680.284200947499,2156.379829413438,0.09983239950988139,-0.043000000000006366,0.016000000000005343,145.31932899844566,2171.206893747745,35.319328998445656,16
