,year,month,day,hour,latitude,longitude,wind_dir_deg,wind_spd_m_s,dt,delta_t_hrs,x,y,dx,dy,dist,station_speed_m_s,dlon,dlat,station_dir_deg,dist2,dir_stat_wind,station
1606,1950,11,10,15,80.559,-159.041,0.0,0.0,1950-11-10 15:00:00,3.0,-375098.89183216466,979259.9365756885,1549.188170605863,713.5587617782876,1705.6230810046231,0.15792806305598361,-0.09299999999998931,-0.0010000000000047748,86.20410117187811,1707.2993727921123,86.20410117187811,2
1607,1950,11,10,18,80.559,-159.134,20.0,1.0,1950-11-10 18:00:00,3.0,-373508.9065639656,979867.4904053764,1589.9852681990596,607.5538296878804,1702.108929845104,0.15760267868936148,-0.09299999999998931,0.0,89.95412984058213,1703.7332543161367,69.95412984058214,2
1608,1950,11,10,21,80.558,-159.227,20.0,1.0,1950-11-10 21:00:00,3.0,-371957.24196189374,980576.0801268326,1551.6646020718617,708.5897214561701,1705.8025766999422,0.15794468302777243,-0.09300000000001774,-0.000999999999990564,86.20449390912962,1707.4777820664322,66.20449390912961,2
1609,1950,11,11,0,80.557,-159.32,45.0,2.0,1950-11-11 00:00:00,3.0,-370404.2609852881,981282.2139083943,1552.9809766056133,706.1337815617444,1705.9820723447283,0.15796130299488226,-0.09299999999998931,-0.0010000000000047748,86.20488656311637,1707.656190892043,41.20488656311636,2
1610,1950,11,11,3,80.557,-159.413,45.0,3.0,1950-11-11 03:00:00,3.0,-368810.999430851,981882.1449582602,1593.2615544371074,599.9310498659033,1702.4686914714623,0.15763598995106132,-0.09300000000001774,0.0,89.95413010685934,1704.0908381883396,44.95413010685934,2
1611,1950,11,11,6,80.556,-159.506,45.0,5.0,1950-11-11 06:00:00,3.0,-367255.5658377983,982583.2966062835,1555.4335930527304,701.1516480232822,1706.1615679421136,0.1579779229576031,-0.09299999999998931,-0.0010000000000047748,86.20527913400615,1707.8345992700831,41.20527913400616,2
1612,1950,11,11,9,80.555,-159.599,45.0,6.0,1950-11-11 09:00:00,3.0,-365698.827640926,983281.9853863205,1556.7381968722912,698.6887800369877,1706.3410634895847,0.15799454291570228,-0.09299999999998931,-0.000999999999990564,86.2056716218662,1708.013007199976,41.2056716218662,2
1613,1950,11,11,12,80.555,-159.692,45.0,10.0,1950-11-11 12:00:00,3.0,-364102.3263449834,983874.2761518788,1596.5012959425803,592.290765558253,1702.8284525788026,0.15766930116470396,-0.09300000000001774,0.0,89.95413037319244,1704.448419943181,44.95413037319244,2
1614,1950,11,11,15,80.554,-159.785,45.0,10.0,1950-11-11 15:00:00,3.0,-362543.1594154864,984567.9698192971,1559.1669294970343,693.6936674183235,1706.5205589894,0.15801116286938888,-0.09299999999998931,-0.0010000000000047748,86.20606402650644,1708.191414681998,41.20606402650645,2
1615,1950,11,11,18,80.553,-159.878,45.0,11.0,1950-11-11 18:00:00,3.0,-360982.6996891502,985259.1937470551,1560.4597263361793,691.223927758052,1706.7000544391074,0.15802778281843588,-0.09299999999998931,-0.0010000000000047748,86.20645634817548,1708.3698217156827,41.20645634817549,2
1616,1950,11,11,21,80.552,-159.971,45.0,12.0,1950-11-11 21:00:00,3.0,-359420.9510762429,985947.9455657451,1561.7486129073077,688.7518186899833,1706.8795498413647,0.15804440276308931,-0.09300000000001774,-0.000999999999990564,86.20684858685246,1708.548228301483,41.20684858685246,2
1617,1950,11,12,0,80.551,-160.064,45.0,12.0,1950-11-12 00:00:00,3.0,-357857.91749132425,986634.222912153,1563.0335849186522,686.2773464078782,1707.0590451933092,0.1580610227030842,-0.09299999999998931,-0.0010000000000047748,86.2072407424102,1708.7266344380928,41.20724074241019,2
1618,1950,11,12,3,80.55,-160.157,45.0,13.0,1950-11-12 03:00:00,3.0,-356293.6028532251,987318.0234292528,1564.3146380991675,683.8005170997931,1707.2385404966917,0.15807764263858257,-0.09300000000001774,-0.0010000000000047748,86.20763281505958,1708.9050401272032,41.20763281505958,2
1619,1950,11,12,6,80.55,-160.25,70.0,12.0,1950-11-12 06:00:00,3.0,-354690.56282963866,987895.0427358021,1603.0400235864217,577.0193065493368,1703.7278530770789,0.1577525789886184,-0.09299999999998931,0.0,89.95413103926977,1705.342365065674,19.954131039269782,2
1620,1950,11,12,9,80.549,-160.343,70.0,12.0,1950-11-12 09:00:00,3.0,-353123.86723337154,988573.8219763825,1566.69559626712,678.7792405803921,1707.4180357503783,0.15809426256947948,-0.09299999999998931,-0.000999999999990564,86.20802480482824,1709.0834453665896,16.208024804828256,2
1621,1950,11,12,12,80.548,-160.436,45.0,12.0,1950-11-12 12:00:00,3.0,-351555.90246395674,989250.1176288917,1567.9647694148007,676.2956525092013,1707.5975309565354,0.1581108824959755,-0.09300000000001774,-0.0010000000000047748,86.20841671152473,1709.2618501586524,41.208416711524734,2
1622,1950,11,12,15,80.547,-160.529,45.0,11.0,1950-11-12 15:00:00,3.0,-349986.67245678947,989923.9273613255,1569.2300071672653,673.8097324337577,1707.7770261121993,0.15812750241779625,-0.09299999999998931,-0.0010000000000047748,86.20880853540493,1709.4402545008788,41.20880853540493,2
1623,1950,11,12,18,80.546,-160.622,45.0,12.0,1950-11-12 18:00:00,3.0,-348416.18115148786,990595.2488479082,1570.4913053016062,671.3214865827467,1707.9565212193231,0.1581441223351225,-0.09300000000001774,-0.000999999999990564,86.20920027645136,1709.6186583952483,41.209200276451355,2
1624,1950,11,12,21,80.545,-160.715,45.0,12.0,1950-11-12 21:00:00,3.0,-346844.43249189254,991264.0797691135,1571.7486595953233,668.8309212052263,1708.1360162762,0.1581607422477963,-0.09299999999998931,-0.0010000000000047748,86.20959193455971,1709.7970618399115,41.20959193455971,2
1625,1950,11,13,0,80.544,-160.807,45.0,11.0,1950-11-13 00:00:00,3.0,-345288.7428251988,991924.3915373024,1555.6896666937391,660.3117681889562,1690.024251384134,0.1564837269800124,-0.09199999999998454,-0.0010000000000047748,86.16989708428554,1691.6674660926262,41.16989708428554,2
1626,1950,11,13,3,80.543,-160.9,45.0,11.0,1950-11-13 03:00:00,3.0,-343714.5028918252,992588.2618699234,1574.2399333735812,663.870332621038,1708.495006244509,0.15819398205967677,-0.09300000000001774,-0.000999999999990564,86.2103750024849,1710.15386738367,41.21037500248491,2
1627,1950,11,13,6,80.541,-160.993,360.0,11.0,1950-11-13 06:00:00,3.0,-342175.10978607,993354.4130013079,1539.3931057552109,766.1511313844239,1719.5111776805368,0.15921399793338303,-0.09299999999998931,-0.0020000000000095497,82.49947443346882,1721.321524758831,82.49947443346883,2
1628,1950,11,13,9,80.54,-161.086,360.0,9.0,1950-11-13 09:00:00,3.0,-340598.21258603217,994013.3444797461,1576.8972000378417,658.9314784382004,1709.0334908257173,0.15824384174312198,-0.09300000000001774,-0.000999999999990564,86.21154898359356,1710.689072330225,86.21154898359356,2
1629,1950,11,13,12,80.53,-161.124,360.0,8.0,1950-11-13 12:00:00,3.0,-340297.40854265133,995287.6193168717,300.8040433808346,1274.2748371256748,1309.2973050632634,0.12123123195030217,-0.03799999999998249,-0.010000000000005116,31.98685789351606,1316.7916559154482,31.98685789351606,2
1630,1950,11,13,15,80.515,-161.135,360.0,6.0,1950-11-13 15:00:00,3.0,-340643.8020736846,996925.9226628983,-346.3935310332454,1638.3033460265724,1674.5227176552557,0.15504839978289406,-0.01099999999999568,-0.015000000000000568,6.881001850331501,1687.1218520800549,6.881001850331472,2
1631,1950,11,13,18,80.5,-161.147,360.0,6.0,1950-11-13 18:00:00,3.0,-340972.1449428144,998570.3297970296,-328.3428691298468,1644.4071341312956,1676.8672763490617,0.15526548855083905,-0.012000000000000455,-0.015000000000000568,7.511342709783662,1689.4692841959375,7.511342709783662,2
1632,1950,11,13,21,80.484,-161.158,360.0,7.0,1950-11-13 21:00:00,3.0,-341353.0540779967,1000313.8214974392,-380.9091351822717,1743.4917004095623,1784.6162272775437,0.16524224326643921,-0.01099999999999568,-0.016000000000005343,6.474788477318242,1798.0990690790895,6.4747884773182705,2
